timestamp,request_id,agent_name,model,base_url,success,prompt_tokens,completion_tokens,total_tokens,cost,duration_ms,retries,error_message
2026-04-04T08:33:57.066392,20260404083357066424,theory_worker,qwen3.5-plus,https://coding.dashscope.aliyuncs.com/v1,True,628,1149,1777,0.016300000000000002,20400.82597732544,0,
2026-04-04T08:33:58.486319,20260404083358486357,core_skill_worker,qwen3.5-plus,https://coding.dashscope.aliyuncs.com/v1,True,596,1139,1735,0.016052,21818.267583847046,0,
2026-04-04T08:33:59.553507,20260404083359553539,interview_worker,qwen3.5-plus,https://coding.dashscope.aliyuncs.com/v1,True,605,1216,1821,0.017012,22856.365442276,0,
2026-04-04T08:34:11.435914,20260404083411435942,tech_stack_worker,qwen3.5-plus,https://coding.dashscope.aliyuncs.com/v1,True,584,1611,2195,0.021668,34769.29521560669,0,
2026-04-04T08:34:29.977901,20260404083429977960,engineering_worker,qwen3.5-plus,https://coding.dashscope.aliyuncs.com/v1,True,601,2994,3595,0.03833199999999999,53298.45428466797,0,
2026-04-04T08:34:54.081486,20260404083454081518,tech_stack_worker,qwen3.5-plus,https://coding.dashscope.aliyuncs.com/v1,True,688,1275,1963,0.018052,42644.72842216492,0,
2026-04-04T08:35:14.544708,20260404083514544749,theory_worker,qwen3.5-plus,https://coding.dashscope.aliyuncs.com/v1,True,732,4279,5011,0.054276,77477.32782363892,0,
2026-04-04T08:35:32.232375,20260404083532232412,interview_worker,qwen3.5-plus,https://coding.dashscope.aliyuncs.com/v1,True,704,4782,5486,0.060200000000000004,92677.77705192566,0,
2026-04-04T08:35:53.523339,20260404083553523371,engineering_worker,qwen3.5-plus,https://coding.dashscope.aliyuncs.com/v1,True,712,5274,5986,0.06613600000000001,83544.57330703735,0,
2026-04-04T08:35:54.945058,20260404083554945082,interview_worker,qwen3.5-plus,https://coding.dashscope.aliyuncs.com/v1,True,708,1274,1982,0.01812,22711.186170578003,0,
2026-04-04T08:36:12.332062,20260404083612332091,tech_stack_worker,qwen3.5-plus,https://coding.dashscope.aliyuncs.com/v1,True,690,5162,5852,0.06470400000000001,78249.8390674591,0,
2026-04-04T08:36:31.839472,20260404083631839503,tech_stack_worker,qwen3.5-plus,https://coding.dashscope.aliyuncs.com/v1,True,690,1186,1876,0.016992,19506.479740142822,0,
2026-04-04T08:36:40.513856,20260404083640513895,theory_worker,qwen3.5-plus,https://coding.dashscope.aliyuncs.com/v1,True,730,5160,5890,0.06484000000000001,85967.6616191864,0,
2026-04-04T08:37:17.417863,20260404083717417915,interview_worker,qwen3.5-plus,https://coding.dashscope.aliyuncs.com/v1,True,704,4958,5662,0.062312000000000006,82472.03278541565,0,
2026-04-04T08:37:25.175121,20260404083725175153,core_skill_worker,qwen3.5-plus,https://coding.dashscope.aliyuncs.com/v1,True,713,4651,5364,0.058663999999999994,206687.86668777466,1,
2026-04-04T08:37:42.294187,20260404083742294302,tech_stack_worker,qwen3.5-plus,https://coding.dashscope.aliyuncs.com/v1,True,684,4262,4946,0.05388,70453.80091667175,0,
2026-04-04T08:38:05.614037,20260404083805614068,theory_worker,qwen3.5-plus,https://coding.dashscope.aliyuncs.com/v1,True,732,5031,5763,0.0633,85099.27797317505,0,
2026-04-04T08:38:36.203938,20260404083836203978,interview_worker,qwen3.5-plus,https://coding.dashscope.aliyuncs.com/v1,True,705,4551,5256,0.057432000000000004,78785.06183624268,0,
2026-04-04T08:38:39.347880,20260404083839347914,core_skill_worker,qwen3.5-plus,https://coding.dashscope.aliyuncs.com/v1,True,701,4539,5240,0.057272,74171.91672325134,0,
2026-04-04T08:39:03.665886,20260404083903665942,tech_stack_worker,qwen3.5-plus,https://coding.dashscope.aliyuncs.com/v1,True,689,4671,5360,0.058808,81370.88704109192,0,
2026-04-04T08:39:14.193142,20260404083914193168,theory_worker,qwen3.5-plus,https://coding.dashscope.aliyuncs.com/v1,True,730,4366,5096,0.05531200000000001,68578.19104194641,0,
2026-04-04T08:39:40.338144,20260404083940338172,theory_worker,qwen3.5-plus,https://coding.dashscope.aliyuncs.com/v1,True,728,1552,2280,0.021535999999999996,26144.176721572876,0,
2026-04-04T08:39:41.343227,20260404083941343287,engineering_worker,qwen3.5-plus,https://coding.dashscope.aliyuncs.com/v1,True,710,5453,6163,0.06827600000000002,227818.8238143921,1,
2026-04-04T08:39:50.723776,20260404083950723806,core_skill_worker,qwen3.5-plus,https://coding.dashscope.aliyuncs.com/v1,True,703,4446,5149,0.056164,71374.93658065796,0,
2026-04-04T08:40:15.605619,20260404084015605652,core_skill_worker,qwen3.5-plus,https://coding.dashscope.aliyuncs.com/v1,True,702,1294,1996,0.018336,24881.0555934906,0,
2026-04-04T08:40:19.429997,20260404084019430024,tech_stack_worker,qwen3.5-plus,https://coding.dashscope.aliyuncs.com/v1,True,687,4349,5036,0.054936,75763.3249759674,0,
2026-04-04T08:40:45.640365,20260404084045640415,theory_worker,qwen3.5-plus,https://coding.dashscope.aliyuncs.com/v1,True,736,4067,4803,0.051748,65301.25308036804,0,
