timestamp,request_id,agent_name,model,base_url,success,prompt_tokens,completion_tokens,total_tokens,cost,duration_ms,retries,error_message
2026-04-06T08:12:40.407704,20260406081240407745,test_agent,qwen3.5-plus,https://coding.dashscope.aliyuncs.com/v1,True,25,1818,1843,0.021916,24950.84834098816,0,
2026-04-06T14:23:59.683334,20260406142359683364,tech_stack_worker,qwen3.5-plus,https://coding.dashscope.aliyuncs.com/v1,True,584,1069,1653,0.015164,16113.304615020752,0,
2026-04-06T14:24:03.567426,20260406142403567458,theory_worker,qwen3.5-plus,https://coding.dashscope.aliyuncs.com/v1,True,628,1283,1911,0.017908,20026.313304901123,0,
2026-04-06T14:24:05.217929,20260406142405217954,core_skill_worker,qwen3.5-plus,https://coding.dashscope.aliyuncs.com/v1,True,596,1397,1993,0.019148,21659.430265426636,0,
2026-04-06T14:24:06.504597,20260406142406504625,interview_worker,qwen3.5-plus,https://coding.dashscope.aliyuncs.com/v1,True,605,1481,2086,0.020192,22927.460432052612,0,
2026-04-06T14:24:07.529918,20260406142407529945,engineering_worker,qwen3.5-plus,https://coding.dashscope.aliyuncs.com/v1,True,601,1453,2054,0.01984,23986.814498901367,0,
2026-04-06T14:24:28.525208,20260406142428525239,core_skill_worker,qwen3.5-plus,https://coding.dashscope.aliyuncs.com/v1,True,708,1440,2148,0.020112,23303.646087646484,0,
2026-04-06T14:24:51.735181,20260406142451735212,core_skill_worker,qwen3.5-plus,https://coding.dashscope.aliyuncs.com/v1,True,702,1345,2047,0.018948,23206.255674362183,0,
2026-04-06T14:25:05.839247,20260406142505839278,tech_stack_worker,qwen3.5-plus,https://coding.dashscope.aliyuncs.com/v1,True,690,4264,4954,0.053928,66152.17757225037,0,
2026-04-06T14:25:07.811776,20260406142507811806,engineering_worker,qwen3.5-plus,https://coding.dashscope.aliyuncs.com/v1,True,708,3971,4679,0.050484,60278.27262878418,0,
2026-04-06T14:25:09.137357,20260406142509137432,theory_worker,qwen3.5-plus,https://coding.dashscope.aliyuncs.com/v1,True,734,4436,5170,0.056168,65566.13540649414,0,
2026-04-06T14:25:20.369699,20260406142520369737,interview_worker,qwen3.5-plus,https://coding.dashscope.aliyuncs.com/v1,True,705,4887,5592,0.061464,73861.52744293213,0,
2026-04-06T14:26:08.447006,20260406142608447034,core_skill_worker,qwen3.5-plus,https://coding.dashscope.aliyuncs.com/v1,True,700,4854,5554,0.061048000000000005,76708.163022995,0,
2026-04-06T14:26:10.181761,20260406142610181809,tech_stack_worker,qwen3.5-plus,https://coding.dashscope.aliyuncs.com/v1,True,690,3928,4618,0.049896,64338.595390319824,0,
2026-04-06T14:26:19.862886,20260406142619862919,engineering_worker,qwen3.5-plus,https://coding.dashscope.aliyuncs.com/v1,True,706,4594,5300,0.057952,72047.3701953888,0,
2026-04-06T14:26:30.667338,20260406142630667366,tech_stack_worker,qwen3.5-plus,https://coding.dashscope.aliyuncs.com/v1,True,684,1286,1970,0.018168,20480.23009300232,0,
2026-04-06T14:26:31.602463,20260406142631602486,core_skill_worker,qwen3.5-plus,https://coding.dashscope.aliyuncs.com/v1,True,702,1348,2050,0.018984,23151.9033908844,0,
2026-04-06T14:26:50.536206,20260406142650536236,theory_worker,qwen3.5-plus,https://coding.dashscope.aliyuncs.com/v1,True,736,7184,7920,0.089152,101394.77443695068,0,
2026-04-06T14:26:50.824261,20260406142650824292,interview_worker,qwen3.5-plus,https://coding.dashscope.aliyuncs.com/v1,True,703,5229,5932,0.06556000000000001,90450.70695877075,0,
2026-04-06T14:26:52.260911,20260406142652260934,core_skill_worker,qwen3.5-plus,https://coding.dashscope.aliyuncs.com/v1,True,702,1194,1896,0.017136000000000002,20654.969692230225,0,
2026-04-06T14:27:42.468416,20260406142742468447,tech_stack_worker,qwen3.5-plus,https://coding.dashscope.aliyuncs.com/v1,True,690,3999,4689,0.050747999999999995,71797.27721214294,0,
2026-04-06T14:27:47.446723,20260406142747446760,engineering_worker,qwen3.5-plus,https://coding.dashscope.aliyuncs.com/v1,True,710,5031,5741,0.063212,87580.082654953,0,
2026-04-06T14:28:05.345801,20260406142805345833,theory_worker,qwen3.5-plus,https://coding.dashscope.aliyuncs.com/v1,True,736,4063,4799,0.0517,74805.88006973267,0,
2026-04-06T14:28:15.526344,20260406142815526373,interview_worker,qwen3.5-plus,https://coding.dashscope.aliyuncs.com/v1,True,705,5163,5868,0.064776,84698.17662239075,0,
2026-04-06T14:28:27.942616,20260406142827942677,core_skill_worker,qwen3.5-plus,https://coding.dashscope.aliyuncs.com/v1,True,702,5582,6284,0.069792,95678.37071418762,0,
2026-04-06T14:28:51.023379,20260406142851023407,core_skill_worker,qwen3.5-plus,https://coding.dashscope.aliyuncs.com/v1,True,702,1416,2118,0.0198,23077.08239555359,0,
2026-04-06T14:29:04.396532,20260406142904396607,tech_stack_worker,qwen3.5-plus,https://coding.dashscope.aliyuncs.com/v1,True,690,5741,6431,0.07165200000000001,81924.55983161926,0,
2026-04-06T14:29:10.919931,20260406142910919961,engineering_worker,qwen3.5-plus,https://coding.dashscope.aliyuncs.com/v1,True,702,5136,5838,0.06444,83469.17963027954,0,
2026-04-06T14:29:13.347483,20260406142913347536,interview_worker,qwen3.5-plus,https://coding.dashscope.aliyuncs.com/v1,True,708,3910,4618,0.049752000000000005,57817.49486923218,0,
2026-04-06T14:29:15.695086,20260406142915695111,theory_worker,qwen3.5-plus,https://coding.dashscope.aliyuncs.com/v1,True,734,4543,5277,0.057451999999999996,70345.75057029724,0,
2026-04-06T14:30:01.753198,20260406143001753248,core_skill_worker,qwen3.5-plus,https://coding.dashscope.aliyuncs.com/v1,True,700,4555,5255,0.057460000000000004,70724.1325378418,0,
2026-04-06T14:30:20.756754,20260406143020756783,interview_worker,qwen3.5-plus,https://coding.dashscope.aliyuncs.com/v1,True,704,4556,5260,0.057488000000000004,67405.52473068237,0,
2026-04-06T14:30:21.815532,20260406143021815647,theory_worker,qwen3.5-plus,https://coding.dashscope.aliyuncs.com/v1,True,742,4342,5084,0.055072,66116.40667915344,0,
2026-04-06T14:30:22.031514,20260406143022031620,tech_stack_worker,qwen3.5-plus,https://coding.dashscope.aliyuncs.com/v1,True,688,5336,6024,0.066784,77631.38580322266,0,
