timestamp,request_id,agent_name,model,base_url,success,prompt_tokens,completion_tokens,total_tokens,cost,duration_ms,retries,error_message
2026-04-17T00:00:11.691985,20260417000011692025,theory_worker,qwen3.5-plus,https://coding.dashscope.aliyuncs.com/v1,True,629,3945,4574,0.049856000000000004,71712.14127540588,0,
2026-04-17T00:00:42.649160,20260417000042649192,theory_worker,qwen3.5-plus,https://coding.dashscope.aliyuncs.com/v1,True,733,3708,4441,0.047428000000000005,67656.19373321533,0,
2026-04-17T00:00:43.197241,20260417000043197264,theory_worker,qwen3.5-plus,https://coding.dashscope.aliyuncs.com/v1,True,732,3998,4730,0.050904,73488.36064338684,0,
2026-04-17T00:02:10.895953,20260417000210895978,theory_worker,qwen3.5-plus,https://coding.dashscope.aliyuncs.com/v1,True,735,4718,5453,0.059556,88245.53275108337,0,
2026-04-17T00:02:14.313153,20260417000214313183,theory_worker,qwen3.5-plus,https://coding.dashscope.aliyuncs.com/v1,True,730,3729,4459,0.047668,91114.73965644836,0,
2026-04-17T00:03:03.592298,20260417000303592354,theory_worker,qwen3.5-plus,https://coding.dashscope.aliyuncs.com/v1,True,737,1460,2197,0.020468,52694.95725631714,0,
2026-04-17T00:04:03.634020,20260417000403634044,theory_worker,qwen3.5-plus,https://coding.dashscope.aliyuncs.com/v1,True,743,5286,6029,0.06640399999999999,231940.59658050537,1,
2026-04-17T00:04:32.312378,20260417000432312431,theory_worker,qwen3.5-plus,https://coding.dashscope.aliyuncs.com/v1,True,743,1464,2207,0.020540000000000003,28677.16884613037,0,
2026-04-17T00:04:46.980440,20260417000446980470,theory_worker,qwen3.5-plus,https://coding.dashscope.aliyuncs.com/v1,True,734,4505,5239,0.056996000000000005,103387.00366020203,0,
2026-04-17T00:06:12.480135,20260417000612480161,theory_worker,qwen3.5-plus,https://coding.dashscope.aliyuncs.com/v1,True,732,4252,4984,0.053952,85498.5933303833,0,
2026-04-17T00:06:15.363922,20260417000615363945,theory_worker,qwen3.5-plus,https://coding.dashscope.aliyuncs.com/v1,False,0,0,0,0,241049.48234558105,2,Request Error: 
2026-04-17T00:06:42.563876,20260417000642563924,theory_worker,qwen3.5-plus,https://coding.dashscope.aliyuncs.com/v1,True,738,1281,2019,0.018323999999999997,30082.732439041138,0,
2026-04-17T00:08:00.656408,20260417000800656434,theory_worker,qwen3.5-plus,https://coding.dashscope.aliyuncs.com/v1,True,732,4402,5134,0.055751999999999996,105291.45526885986,0,
2026-04-17T00:08:11.856889,20260417000811856920,theory_worker,qwen3.5-plus,https://coding.dashscope.aliyuncs.com/v1,True,736,4733,5469,0.05974,89291.9192314148,0,
2026-04-17T00:08:23.865907,20260417000823865927,theory_worker,qwen3.5-plus,https://coding.dashscope.aliyuncs.com/v1,True,739,5834,6573,0.072964,231552.62756347656,1,
2026-04-17T00:09:19.900129,20260417000919900159,theory_worker,qwen3.5-plus,https://coding.dashscope.aliyuncs.com/v1,True,730,3749,4479,0.047908,68042.07944869995,0,
2026-04-17T00:09:29.386251,20260417000929386300,theory_worker,qwen3.5-plus,https://coding.dashscope.aliyuncs.com/v1,True,728,4631,5359,0.058484,88728.81364822388,0,
