timestamp,request_id,agent_name,model,base_url,success,prompt_tokens,completion_tokens,total_tokens,cost,duration_ms,retries,error_message
2026-04-05T00:00:04.226275,20260405000004226305,core_skill_worker,qwen3.5-plus,https://coding.dashscope.aliyuncs.com/v1,True,699,1411,2110,0.019728,33182.60169029236,0,
2026-04-05T00:00:14.267852,20260405000014267878,tech_stack_worker,qwen3.5-plus,https://coding.dashscope.aliyuncs.com/v1,True,687,3891,4578,0.04944,82845.8445072174,0,
2026-04-05T00:00:36.936270,20260405000036936309,interview_worker,qwen3.5-plus,https://coding.dashscope.aliyuncs.com/v1,True,706,4004,4710,0.050872,206178.28726768494,1,
2026-04-05T00:00:52.368518,20260405000052368550,engineering_worker,qwen3.5-plus,https://coding.dashscope.aliyuncs.com/v1,True,703,3621,4324,0.04626399999999999,95169.46268081665,0,
2026-04-05T00:01:05.251544,20260405000105251619,interview_worker,qwen3.5-plus,https://coding.dashscope.aliyuncs.com/v1,True,705,1191,1896,0.017112,28314.26763534546,0,
2026-04-05T00:01:35.830045,20260405000135830071,core_skill_worker,qwen3.5-plus,https://coding.dashscope.aliyuncs.com/v1,True,701,4601,5302,0.058016000000000005,91602.04553604126,0,
2026-04-05T00:01:43.376168,20260405000143376248,theory_worker,qwen3.5-plus,https://coding.dashscope.aliyuncs.com/v1,True,736,4846,5582,0.061096000000000004,109181.04267120361,0,
2026-04-05T00:03:30.187093,20260405000330187122,theory_worker,qwen3.5-plus,https://coding.dashscope.aliyuncs.com/v1,True,744,5009,5753,0.063084,106809.90767478943,0,
2026-04-05T00:04:10.566439,20260405000410566467,engineering_worker,qwen3.5-plus,https://coding.dashscope.aliyuncs.com/v1,True,705,4224,4929,0.053508,198196.86603546143,1,
2026-04-05T00:04:22.830728,20260405000422830762,interview_worker,qwen3.5-plus,https://coding.dashscope.aliyuncs.com/v1,True,705,4474,5179,0.056508,197578.2630443573,1,
2026-04-05T00:04:32.743424,20260405000432743455,engineering_worker,qwen3.5-plus,https://coding.dashscope.aliyuncs.com/v1,True,601,1487,2088,0.020248000000000002,22174.474954605103,0,
2026-04-05T00:04:42.189380,20260405000442189417,theory_worker,qwen3.5-plus,https://coding.dashscope.aliyuncs.com/v1,True,740,4237,4977,0.053804000000000005,72000.61225891113,0,
2026-04-05T00:04:59.296292,20260405000459296321,theory_worker,qwen3.5-plus,https://coding.dashscope.aliyuncs.com/v1,True,740,1234,1974,0.017768,17105.74221611023,0,
2026-04-05T00:05:14.333488,20260405000514333516,interview_worker,qwen3.5-plus,https://coding.dashscope.aliyuncs.com/v1,True,705,3574,4279,0.045708,51501.71995162964,0,
2026-04-05T00:05:16.956457,20260405000516956490,core_skill_worker,qwen3.5-plus,https://coding.dashscope.aliyuncs.com/v1,True,699,7697,8396,0.09516000000000001,221125.46157836914,1,
2026-04-05T00:05:43.155723,20260405000543155759,engineering_worker,qwen3.5-plus,https://coding.dashscope.aliyuncs.com/v1,True,720,5388,6108,0.067536,70411.1876487732,0,
2026-04-05T00:06:08.788329,20260405000608788362,theory_worker,qwen3.5-plus,https://coding.dashscope.aliyuncs.com/v1,True,740,5312,6052,0.066704,69491.17302894592,0,
2026-04-05T00:06:27.514642,20260405000627514676,theory_worker,qwen3.5-plus,https://coding.dashscope.aliyuncs.com/v1,True,741,1418,2159,0.01998,18725.27813911438,0,
